CustomerID,Customer Name,Customer Address,Gender,Annual Income,Phone
Melvin4/27AllenbyAvFemale5110006873205,Melvin,4/27 Allenby Av,Female,511000,6873205
Messiah1mBonviewStFemale6635008431777,Messiah,1m Bonview St,Female,663500,8431777
Michael5CarsonStMale6650006331263,Michael,5 Carson St,Male,665000,6331263
Miguel1/4KenilworthStMale6310007140980,Miguel,1/4 Kenilworth St,Male,631000,7140980
Mike1/9LoddonAvFemale6680008987212,Mike,1/9 Loddon Av,Female,668000,8987212
Milan11MaisStMale9050006909867,Milan,11 Mais St,Male,905000,6909867
Miles33McMahonRdMale8450008080110,Miles,33 McMahon Rd,Male,845000,8080110
Misael3/138RathcownRdMale8150007747455,Misael,3/138 Rathcown Rd,Male,815000,7747455
Moises19ToveyStMale7700007120558,Moises,19 Tovey St,Male,770000,7120558
Myles37ValeStMale9350006021239,Myles,37 Vale St,Male,935000,6021239
Nathan22WilsonBvdMale6100007370786,Nathan,22 Wilson Bvd,Male,610000,7370786
Nathaniel8AllenbyAvFemale9800008633577,Nathaniel,8 Allenby Av,Female,980000,8633577
Nelson96bCheddarRdMale6785008131701,Nelson,96b Cheddar Rd,Male,678500,8131701
Neymar1DelawareStMale8615007768722,Neymar,1 Delaware St,Male,861500,7768722
Nicholas21HentyStMale8010008632936,Nicholas,21 Henty St,Male,801000,8632936
Nicolas72HentyStMale11500007454018,Nicolas,72 Henty St,Male,1150000,7454018
Noah3HortonStMale7600006625340,Noah,3 Horton St,Male,760000,6625340
Noel2/6MerrilandsRdMale4900006356137,Noel,2/6 Merrilands Rd,Male,490000,6356137
Oliver1/74MirandaRdMale6050007119838,Oliver,1/74 Miranda Rd,Male,605000,7119838
Omar4MooreCrFemale8100006108016,Omar,4 Moore Cr,Female,810000,6108016
Orlando1/209PurinuanRdMale6520006848990,Orlando,1/209 Purinuan Rd,Male,652000,6848990
Oscar63ChauvelStMale135006267392,Oscar,63 Chauvel St,Male,13500,6267392
Owen2/96DarebinBvdFemale5150007009739,Owen,2/96 Darebin Bvd,Female,515000,7009739
Pablo1/80DelawareStMale6150008066470,Pablo,1/80 Delaware St,Male,615000,8066470
Pedro3/80DelawareStMale4070007606682,Pedro,3/80 Delaware St,Male,407000,7606682
Peter2/15MacArtneyStFemale3150008174235,Peter,2/15 MacArtney St,Female,315000,8174235
Prince39ManoelAvFemale8710006597435,Prince,39 Manoel Av,Female,871000,6597435
Rafael44MendipRdMale9300008871540,Rafael,44 Mendip Rd,Male,930000,8871540
Randy1/28NorthRdMale7410006811700,Randy,1/28 North Rd,Male,741000,6811700
Raymond2/87PurinuanRdMale3750007377285,Raymond,2/87 Purinuan Rd,Male,375000,7377285
Ricardo6SedgeCtMale10050008359926,Ricardo,6 Sedge Ct,Male,1005000,8359926
Richard24WimmeraAvFemale7485006593507,Richard,24 Wimmera Av,Female,748500,6593507
Riley32AyrStMale8000006652902,Riley,32 Ayr St,Male,800000,6652902
Robert1/6CorveyRdFemale6400006713079,Robert,1/6 Corvey Rd,Female,640000,6713079
Roberto2/8CuthbertRdFemale7300008491391,Roberto,2/8 Cuthbert Rd,Female,730000,8491391
Rodrigo42ElindaPlMale3950008118606,Rodrigo,42 Elinda Pl,Male,395000,8118606
Romeo2/19TamboAvFemale5500008606480,Romeo,2/19 Tambo Av,Female,550000,8606480
Ruben114GlasgowAvFemale10750008400247,Ruben,114 Glasgow Av,Female,1075000,8400247
Ryan83GlasgowAvFemale6435007340243,Ryan,83 Glasgow Av,Female,643500,7340243
Samuel6JoffreStMale10250007342317,Samuel,6 Joffre St,Male,1025000,7342317
Santiago4/65ThackerayRdMale5050007848915,Santiago,4/65 Thackeray Rd,Male,505000,7848915
Saul7BerryStMale9500008522053,Saul,7 Berry St,Male,950000,8522053
Sean60GardnerStMale11100007837513,Sean,60 Gardner St,Male,1110000,7837513
Sebastian49GarfieldStMale9500008317747,Sebastian,49 Garfield St,Male,950000,8317747
Sergio4/39HunterStMale12260007547176,Sergio,4/39 Hunter St,Male,1226000,7547176
Skyler516/2McGounStMale5000006798563,Skyler,516/2 McGoun St,Male,500000,6798563
Stephen118SomersetStMale12140008556993,Stephen,118 Somerset St,Male,1214000,8556993
Steve7BarklyAvFemale15100007365836,Steve,7 Barkly Av,Female,1510000,7365836
Steven213/253BridgeRdMale3700008813360,Steven,213/253 Bridge Rd,Male,370000,8813360
Theodore308/633ChurchStMale7900007713584,Theodore,308/633 Church St,Male,790000,7713584
Thiago29GippsStMale14000006547561,Thiago,29 Gipps St,Male,1400000,6547561
Thomas8/12HowardStFemale4850007183425,Thomas,8/12 Howard St,Female,485000,7183425
Timothy307/18HullStMale5000008841035,Timothy,307/18 Hull St,Male,500000,8841035
Tristan1/2LittleKentStMale10900008350495,Tristan,1/2 Little Kent St,Male,1090000,8350495
Tyler113ARichmondTceMale17850006660081,Tyler,113A Richmond Tce,Male,1785000,6660081
Uriel106/59StawellStMale5600006567641,Uriel,106/59 Stawell St,Male,560000,6567641
Victor101/27DickmannStMale6900006987280,Victor,101/27 Dickmann St,Male,690000,6987280
Vincent43GardnerStMale10500008845518,Vincent,43 Gardner St,Male,1050000,8845518
Walter293HighettStMale20600007411773,Walter,293 Highett St,Male,2060000,7411773
William8/7WestbankTceFemale4900007520075,William,8/7 Westbank Tce,Female,490000,7520075
Xavier7AWiltshireStMale135007742110,Xavier,7A Wiltshire St,Male,13500,7742110
Yadiel21/72BakerStFemale3100008566049,Yadiel,21/72 Baker St,Female,310000,8566049
Yahir94BrightonStMale135006587282,Yahir,94 Brighton St,Male,13500,6587282
Yandel62ButlerStMale8600006299770,Yandel,62 Butler St,Male,860000,6299770
Yariel6/323ChurchStMale10520007636007,Yariel,6/323 Church St,Male,1052000,7636007
Zachary276MaryStMale135006728009,Zachary,276 Mary St,Male,13500,6728009
Zayden2PortlandStMale30000006135919,Zayden,2 Portland St,Male,3000000,6135919
Aaron401/1RailwayPlFemale6850007854386,Aaron,401/1 Railway Pl,Female,685000,7854386
Abraham106/28TannerStMale135007919850,Abraham,106/28 Tanner St,Male,13500,7919850
Adam3KimberStMale13300006625421,Adam,3 Kimber St,Male,1330000,6625421
Adrian10/9WestbankTceFemale4400007828044,Adrian,10/9 Westbank Tce,Female,440000,7828044
Aharon304/253BridgeRdMale6300006718675,Aharon,304/253 Bridge Rd,Male,630000,6718675
Ahmad299ChurchStMale135006857032,Ahmad,299 Church St,Male,13500,6857032
Ahmed30CorsairStMale12100008941813,Ahmed,30 Corsair St,Male,1210000,8941813
Aidan54MaryStMale135008547953,Aidan,54 Mary St,Male,13500,8547953
Aiden2MooreStMale9110007812939,Aiden,2 Moore St,Male,911000,7812939
Akiva57TypeStMale15900006786363,Akiva,57 Type St,Male,1590000,6786363
Alan1/7EllesmerePdeFemale135006481142,Alan,1/7 Ellesmere Pde,Female,13500,6481142
Albert4/26ArdenCrFemale8885008573634,Albert,4/26 Arden Cr,Female,888500,8573634
Alex154GrandviewGrMale13800006210745,Alex,154 Grandview Gr,Male,1380000,6210745
Alexander3/14JolliffeCrFemale8100008305626,Alexander,3/14 Jolliffe Cr,Female,810000,8305626
Ali1NagleCtMale135006329138,Ali,1 Nagle Ct,Male,13500,6329138
Amir146BellevueAvFemale135006454896,Amir,146 Bellevue Av,Female,13500,6454896
Andrew17CramptonCrFemale135006679392,Andrew,17 Crampton Cr,Female,13500,6679392
Angelo34HaughtonPdeMale11500008531964,Angelo,34 Haughton Pde,Male,1150000,8531964
Anthony6SimonCtMale135007828073,Anthony,6 Simon Ct,Male,13500,7828073
Anton35ThomsonDrMale11600006075879,Anton,35 Thomson Dr,Male,1160000,6075879
Antonio3CramptonCrFemale135006673074,Antonio,3 Crampton Cr,Female,13500,6673074
Archer7/4BanyuleRdMale6150006698289,Archer,7/4 Banyule Rd,Male,615000,6698289
Ari5FinlaysonStMale9400007354096,Ari,5 Finlayson St,Male,940000,7354096
Ariel2/5GolfAvFemale8000007178664,Ariel,2/5 Golf Av,Female,800000,7178664
Arlo15BellairsAvFemale8420008589509,Arlo,15 Bellairs Av,Female,842000,8589509
Aron199BuckleyStMale6650006765275,Aron,199 Buckley St,Male,665000,6765275
Arthur29TennysonStMale9500008189021,Arthur,29 Tennyson St,Male,950000,8189021
Aryeh7/20BayviewRdFemale4950006909109,Aryeh,7/20 Bayview Rd,Female,495000,6909109
Asher4HenryStMale10850007336918,Asher,4 Henry St,Male,1085000,7336918
Ashton3WalterStMale8470006773546,Ashton,3 Walter St,Male,847000,6773546
August68WindsorStMale7850008242208,August,68 Windsor St,Male,785000,8242208
Austin20GloverStMale22400007805210,Austin,20 Glover St,Male,2240000,7805210
Avi28NelsonPlMale20500006939161,Avi,28 Nelson Pl,Male,2050000,6939161
Avraham8/192CecilStMale4600008385137,Avraham,8/192 Cecil St,Male,460000,8385137
Avrohom257AMorayStMale135006732634,Avrohom,257A Moray St,Male,13500,6732634
Avrum5ParkPlMale6500006389280,Avrum,5 Park Pl,Male,650000,6389280
Axel24BDowStMale11000006058991,Axel,24B Dow St,Male,1100000,6058991
Ayden66IfflaStMale135008365104,Ayden,66 Iffla St,Male,13500,8365104
Aydin27LyellStMale18200008064115,Aydin,27 Lyell St,Male,1820000,8064115
Baruch705/2AlbertRdFemale5800007099513,Baruch,705/2 Albert Rd,Female,580000,7099513
Beckett423DorcasStMale135008007410,Beckett,423 Dorcas St,Male,13500,8007410
Ben13MartinStMale17800007832776,Ben,13 Martin St,Male,1780000,7832776
Benjamin403ParkStMale135006671002,Benjamin,403 Park St,Male,13500,6671002
Bennett55CobdenStMale10240006151338,Bennett,55 Cobden St,Male,1024000,6151338
Benzion53/39DorcasStMale6800008907575,Benzion,53/39 Dorcas St,Male,680000,8907575
Berish344MorayStFemale17320008209121,Berish,344 Moray St,Female,1732000,8209121
Berl125NapierStMale11500006195453,Berl,125 Napier St,Male,1150000,6195453
Binyamin411/38BankStMale7100006802518,Binyamin,411/38 Bank St,Male,710000,6802518
Binyomin17CooteStMale135008791403,Binyomin,17 Coote St,Male,13500,8791403
Blake16/284DorcasStFemale11500008274867,Blake,16/284 Dorcas St,Female,1150000,8274867
Boruch6/38ChambersStMale13200008364910,Boruch,6/38 Chambers St,Male,1320000,8364910
Brady407/800ChapelStMale5370007593592,Brady,407/800 Chapel St,Male,537000,7593592
Brandon806/800ChapelStMale8000008970402,Brandon,806/800 Chapel St,Male,800000,8970402
Brayden5/49TivoliRdMale135007694402,Brayden,5/49 Tivoli Rd,Male,13500,7694402
Brendan12AffleckStMale135006902399,Brendan,12 Affleck St,Male,13500,6902399
Brian1/52CarolineStMale4100008473929,Brian,1/52 Caroline St,Male,410000,8473929
Brody10/14CromwellRdMale4990008950095,Brody,10/14 Cromwell Rd,Male,499000,8950095
Brooks10FawknerStMale135006200760,Brooks,10 Fawkner St,Male,13500,6200760
Caleb19FitzgeraldStMale135008545565,Caleb,19 Fitzgerald St,Male,13500,8545565
Calvin14MooreStMale12140006595293,Calvin,14 Moore St,Male,1214000,6595293
Cameron27aNicholsonStFemale135007373473,Cameron,27a Nicholson St,Female,13500,7373473
Carter9/384ToorakRdMale4850007591409,Carter,9/384 Toorak Rd,Male,485000,7591409
Chaim9/56DarlingStMale135007041494,Chaim,9/56 Darling St,Male,13500,7041494
Charles2/63DomainStMale9200006237584,Charles,2/63 Domain St,Male,920000,6237584
Charlie12FawknerStMale135007696639,Charlie,12 Fawkner St,Male,13500,7696639
Chase30/30MurphyStMale6150006991623,Chase,30/30 Murphy St,Male,615000,6991623
Cheskel50NicholsonStMale135007796622,Cheskel,50 Nicholson St,Male,13500,7796622
Christian3/555PuntRdMale6420007357723,Christian,3/555 Punt Rd,Male,642000,7357723
Christopher1407/7YarraStMale135006212619,Christopher,1407/7 Yarra St,Male,13500,6212619
Cole17/63AlexandraAvFemale4400007451230,Cole,17/63 Alexandra Av,Female,440000,7451230
Colin65CarolineStMale34750006494818,Colin,65 Caroline St,Male,3475000,6494818
Connor7CassellStMale17100008413059,Connor,7 Cassell St,Male,1710000,8413059
Conor10/9DarlingStMale135006177965,Conor,10/9 Darling St,Male,13500,6177965
Cooper68HawksburnRdMale135006738253,Cooper,68 Hawksburn Rd,Male,13500,6738253
Cormac26HowittStMale8510006380925,Cormac,26 Howitt St,Male,851000,6380925
Damian30NicholsonStMale20300007807202,Damian,30 Nicholson St,Male,2030000,7807202
Daniel11/17ComoAvFemale10400007313615,Daniel,11/17 Como Av,Female,1040000,7313615
Dante9NicholsonStMale14050008807782,Dante,9 Nicholson St,Male,1405000,8807782
Dashiell403/79RiverStMale8500006291336,Dashiell,403/79 River St,Male,850000,6291336
David5/9RockleyRdMale7925007549378,David,5/9 Rockley Rd,Male,792500,7549378
Dean1/23ArgoStMale8800007641343,Dean,1/23 Argo St,Male,880000,7641343
Declan13/47MarneStMale3905008291667,Declan,13/47 Marne St,Male,390500,8291667
Denis15/30MurphyStMale135008549445,Denis,15/30 Murphy St,Male,13500,8549445
Derek9/21ParkLaMale20500008044192,Derek,9/21 Park La,Male,2050000,8044192
Devin1/215WilliamsRdMale5950008332566,Devin,1/215 Williams Rd,Male,595000,8332566
Dominic5/18BarklyStMale3460007165702,Dominic,5/18 Barkly St,Male,346000,7165702
Dominick6/25MitfordStFemale7860008063457,Dominick,6/25 Mitford St,Female,786000,8063457
Dov22/3AlfredSqMale5200008730487,Dov,22/3 Alfred Sq,Male,520000,8730487
Dovid11/52AlmaRdMale3200006205972,Dovid,11/52 Alma Rd,Male,320000,6205972
Drew13/220BarklyStMale6105008807576,Drew,13/220 Barkly St,Male,610500,8807576
Duvid22/14CrimeaStMale3500006723092,Duvid,22/14 Crimea St,Male,350000,6723092
Dylan23AHavelockStMale11200008363224,Dylan,23A Havelock St,Male,1120000,8363224
Edward11KiplingStMale135008481485,Edward,11 Kipling St,Male,13500,8481485
Efraim23AOctaviaStFemale14500006171566,Efraim,23A Octavia St,Female,1450000,6171566
Eitan3SteeleAvFemale10500007374025,Eitan,3 Steele Av,Female,1050000,7374025
Eli15/12AclandStMale135006252134,Eli,15/12 Acland St,Male,13500,6252134
Elias2/25AclandStMale10770006486497,Elias,2/25 Acland St,Male,1077000,6486497
Eliezer34AclandStMale13010007947572,Eliezer,34 Acland St,Male,1301000,7947572
Elijah6/2CrimeaStMale135006783477,Elijah,6/2 Crimea St,Male,13500,6783477
Elimelech25FawknerStMale14400007697588,Elimelech,25 Fawkner St,Male,1440000,7697588
Eliyahu11/38FitzroyStFemale4100006346112,Eliyahu,11/38 Fitzroy St,Female,410000,6346112
Elliot7aNeptuneStFemale135006706359,Elliot,7a Neptune St,Female,13500,6706359
Elliott15/20PrincesStMale6800007859231,Elliott,15/20 Princes St,Male,680000,7859231
Ellis63ChapelStMale13610007096312,Ellis,63 Chapel St,Male,1361000,7096312
Emmett7/29MarinePdeMale10000006931322,Emmett,7/29 Marine Pde,Male,1000000,6931322
Eric12/8MitfordStFemale4800007231227,Eric,12/8 Mitford St,Female,480000,7231227
Erik6/34PrincesStMale135007125699,Erik,6/34 Princes St,Male,13500,7125699
Ethan5/48WaterlooCrFemale5000006111698,Ethan,5/48 Waterloo Cr,Female,500000,6111698
Evan20AclandStMale135007347679,Evan,20 Acland St,Male,13500,7347679
Everett11/74BarklyStMale9020008228772,Everett,11/74 Barkly St,Male,902000,8228772
Ezra1/23EildonRdMale11900007035798,Ezra,1/23 Eildon Rd,Male,1190000,7035798
Felix5OctaviaStMale9200008858216,Felix,5 Octavia St,Male,920000,8858216
Filip12/8RobeStMale135008502517,Filip,12/8 Robe St,Male,13500,8502517
Finn105/60WellingtonStMale4820008973221,Finn,105/60 Wellington St,Male,482000,8973221
Francesco35WordsworthStMale22600008145928,Francesco,35 Wordsworth St,Male,2260000,8145928
Francis18StrathairdStMale8100007185241,Francis,18 Strathaird St,Male,810000,7185241
Frank1WillongaStMale135006071042,Frank,1 Willonga St,Male,13500,6071042
Frederick31AFirstAvFemale7500008625354,Frederick,31A First Av,Female,750000,8625354
Gabriel8JonesCtMale10210008651148,Gabriel,8 Jones Ct,Male,1021000,8651148
Gavin12LoemanStMale9250007019600,Gavin,12 Loeman St,Male,925000,7019600
Gavriel186MascomaStMale9100006063847,Gavriel,186 Mascoma St,Male,910000,6063847
George23aMascomaStFemale12250007409383,George,23a Mascoma St,Female,1225000,7409383
Giovanni47MelissaStMale135006691504,Giovanni,47 Melissa St,Male,13500,6691504
Giuseppe221MascomaStMale9000007538293,Giuseppe,221 Mascoma St,Male,900000,7538293
Graham10BalmannoCrFemale135007600840,Graham,10 Balmanno Cr,Female,13500,7600840
Grant41HoustonAvFemale13500007328753,Grant,41 Houston Av,Female,1350000,7328753
Grayson1LebanonStMale9950007336710,Grayson,1 Lebanon St,Male,995000,7336710
Gregory2/54MagdalaAvFemale8600006024372,Gregory,2/54 Magdala Av,Female,860000,6024372
Greyson68WillongaStMale11500006350287,Greyson,68 Willonga St,Male,1150000,6350287
Griffin45BournianAvFemale135008848960,Griffin,45 Bournian Av,Female,13500,8848960
Hamza54ArdoyneStMale9400008715781,Hamza,54 Ardoyne St,Male,940000,8715781
Harrison138DevonshireRdMale7260006393460,Harrison,138 Devonshire Rd,Male,726000,6393460
Harry27ParsonsStMale9500007259993,Harry,27 Parsons St,Male,950000,7259993
Hayden14BakerStMale7600006721144,Hayden,14 Baker St,Male,760000,6721144
Henry2ColinStMale9900008455654,Henry,2 Colin St,Male,990000,8455654
Hersh10DundalkStMale6515007358539,Hersh,10 Dundalk St,Male,651500,7358539
Hershel1/14RawsonAvFemale6000008635501,Hershel,1/14 Rawson Av,Female,600000,8635501
Hershy153MorrisStFemale8910006051698,Hershy,153 Morris St,Female,891000,6051698
Hillel143BCornwallRdFemale5960008911734,Hillel,143B Cornwall Rd,Female,596000,8911734
Hudson2DulcieStMale135006223913,Hudson,2 Dulcie St,Male,13500,6223913
Hugo2IslingtonStMale9700007751329,Hugo,2 Islington St,Male,970000,7751329
Hunter3MellorStMale8410008258855,Hunter,3 Mellor St,Male,841000,8258855
Ian69DukeStMale7100006189834,Ian,69 Duke St,Male,710000,6189834
Ibrahim73MonashStMale8400006984692,Ibrahim,73 Monash St,Male,840000,6984692
Imran115WrightStMale6600008354313,Imran,115 Wright St,Male,660000,8354313
Isaac10YewersStMale6920008048796,Isaac,10 Yewers St,Male,692000,8048796
Israel25LincolnStMale8300008463958,Israel,25 Lincoln St,Male,830000,8463958
Issac19PlymouthClMale6000008181259,Issac,19 Plymouth Cl,Male,600000,8181259
Ivan4GodfreyAvFemale6600007614933,Ivan,4 Godfrey Av,Female,660000,7614933
Jace1MetherallStFemale6300007688697,Jace,1 Metherall St,Female,630000,7688697
Jack12SimpsonStMale135007201346,Jack,12 Simpson St,Male,13500,7201346
Jackson25DowningStMale7180006168156,Jackson,25 Downing St,Male,718000,6168156
Jacob1/30CamperdownAvFemale4125008032804,Jacob,1/30 Camperdown Av,Female,412500,8032804
Jake9/18NorthumberlandRdFemale135008984718,Jake,9/18 Northumberland Rd,Female,13500,8984718
Jakub1/32SimpsonStMale135008432201,Jakub,1/32 Simpson St,Male,13500,8432201
James3BelmoreRdMale7750007992177,James,3 Belmore Rd,Male,775000,7992177
Jason3HeronAvFemale5710008413950,Jason,3 Heron Av,Female,571000,8413950
Jasper90McIntyreRdMale4900006916233,Jasper,90 McIntyre Rd,Male,490000,6916233
Jax32KillaraStMale7160007068859,Jax,32 Killara St,Male,716000,7068859
Jaxon15MenthaStMale135007401727,Jaxon,15 Mentha St,Male,13500,7401727
Jaxson19BuckinghamCrFemale6600008408988,Jaxson,19 Buckingham Cr,Female,660000,8408988
Jayden7FoxcroftCtMale5110008757503,Jayden,7 Foxcroft Ct,Male,511000,8757503
Jeremy1/10FremontPdeMale5150007649935,Jeremy,1/10 Fremont Pde,Male,515000,7649935
Jesse27WarmingtonRdMale5300006458309,Jesse,27 Warmington Rd,Male,530000,6458309
Joel91HilmaStMale6850006457605,Joel,91 Hilma St,Male,685000,6457605
John1/54WhitesidesAvFemale4750007776373,John,1/54 Whitesides Av,Female,475000,7776373
Jonah4/58CallawayBvdMale135008090150,Jonah,4/58 Callaway Bvd,Male,13500,8090150
Jonathan15BellStMale135008728990,Jonathan,15 Bell St,Male,13500,8728990
Jordan13MurrayStMale7000007066391,Jordan,13 Murray St,Male,700000,7066391
Joseph133DavidDrMale5210007908029,Joseph,133 David Dr,Male,521000,7908029
Joshua100LinksStMale5710008393568,Joshua,100 Links St,Male,571000,8393568
Judah4/2SmartStFemale2700008871578,Judah,4/2 Smart St,Female,270000,8871578
Jude7TheMewsMale7100006430793,Jude,7 The Mews,Male,710000,6430793
Julian3/700CanterburyRdMale6820008883866,Julian,3/700 Canterbury Rd,Male,682000,8883866
Justin1/251ElgarRdFemale11000006297379,Justin,1/251 Elgar Rd,Female,1100000,6297379
Kai17KentRdMale135008820977,Kai,17 Kent Rd,Male,13500,8820977
Karas2/35BoisdaleStMale8250008154124,Karas,2/35 Boisdale St,Male,825000,8154124
Kareem61BroughtonRdMale15250006485311,Kareem,61 Broughton Rd,Male,1525000,6485311
Kevin1/300CanterburyRdMale135007304109,Kevin,1/300 Canterbury Rd,Male,13500,7304109
Kieran18EmpressRdMale12600007457987,Kieran,18 Empress Rd,Male,1260000,7457987
Kyle16NorfolkRdMale135006410974,Kyle,16 Norfolk Rd,Male,13500,6410974
Landon113WarrigalRdMale135006028128,Landon,113 Warrigal Rd,Male,13500,6028128
Lazer29WeybridgeStMale23600008513355,Lazer,29 Weybridge St,Male,2360000,8513355
Leibish1/6BlackburnStMale12500008416052,Leibish,1/6 Blackburn St,Male,1250000,8416052
Leo26EvertonGrMale14900008715855,Leo,26 Everton Gr,Male,1490000,8715855
Leon13GrahamStMale135007106873,Leon,13 Graham St,Male,13500,7106873
Leonardo73MiddlesexRdMale135008808066,Leonardo,73 Middlesex Rd,Male,13500,8808066
Lev5RoyalLaFemale11000006322456,Lev,5 Royal La,Female,1100000,6322456
Levi6AThistleStMale16000008954308,Levi,6A Thistle St,Male,1600000,8954308
Liam1VincentStMale135007649771,Liam,1 Vincent St,Male,13500,7649771
Lincoln68WeybridgeStMale16520008334732,Lincoln,68 Weybridge St,Male,1652000,8334732
Lipa4/537WhitehorseRdFemale9250007362227,Lipa,4/537 Whitehorse Rd,Female,925000,7362227
Logan1WilsonStMale135007456410,Logan,1 Wilson St,Male,13500,7456410
Lorenzo15DurhamRdMale135007485943,Lorenzo,15 Durham Rd,Male,13500,7485943
Luca8DurhamRdMale23700006529922,Luca,8 Durham Rd,Male,2370000,6529922
Lucas2/92FooteStMale9400006856442,Lucas,2/92 Foote St,Male,940000,6856442
Lucien6JeanStMale15035007479599,Lucien,6 Jean St,Male,1503500,7479599
Luka8EstherStMale9500006632753,Luka,8 Esther St,Male,950000,6632753
Lukas4MichaelStMale13700008805818,Lukas,4 Michael St,Male,1370000,8805818
Luke5FranCtMale11810007950195,Luke,5 Fran Ct,Male,1181000,7950195
Marc21RooneyStMale13850006628300,Marc,21 Rooney St,Male,1385000,6628300
Marcel8EagleRiFemale12300006102931,Marcel,8 Eagle Ri,Female,1230000,6102931
Marco19KanookaAvFemale13400007822571,Marco,19 Kanooka Av,Female,1340000,7822571
Marcus30LowanAvFemale135007827076,Marcus,30 Lowan Av,Female,13500,7827076
Mark258ThompsonsRdMale11800006964633,Mark,258 Thompsons Rd,Male,1180000,6964633
Martin8AndromedaWyFemale16470007478580,Martin,8 Andromeda Wy,Female,1647000,7478580
Mason30ParkerStMale135006672471,Mason,30 Parker St,Male,13500,6672471
Mateo33SinclairAvFemale15500007640910,Mateo,33 Sinclair Av,Female,1550000,7640910
Matteo254ThompsonsRdMale13020006474325,Matteo,254 Thompsons Rd,Male,1302000,6474325
Matthew11AirdrieCtMale17750008230886,Matthew,11 Airdrie Ct,Male,1775000,8230886
Max42JacanaAvFemale16110006555431,Max,42 Jacana Av,Female,1611000,6555431
Maxim12RoseAvFemale9750007058749,Maxim,12 Rose Av,Female,975000,7058749
Maximilian8/350GoochStFemale7500006342555,Maximilian,8/350 Gooch St,Female,750000,6342555
Maximus154NormanbyAvFemale7650007154468,Maximus,154 Normanby Av,Female,765000,7154468
Maxwell177RaleighStMale17500006813269,Maxwell,177 Raleigh St,Male,1750000,6813269
Mayer129CollinsStMale13450007912819,Mayer,129 Collins St,Male,1345000,7912819
Meilech104MansfieldStMale10800008236037,Meilech,104 Mansfield St,Male,1080000,8236037
Meir42NewmanStMale135007791985,Meir,42 Newman St,Male,13500,7791985
Menachem145ShaftesburyPdeMale11950007021924,Menachem,145 Shaftesbury Pde,Male,1195000,7021924
Menashe4/2StrettleStMale7160008087473,Menashe,4/2 Strettle St,Male,716000,8087473
Mendel6BoydStMale135006031422,Mendel,6 Boyd St,Male,13500,6031422
Mendy9EthelStMale8650006436886,Mendy,9 Ethel St,Male,865000,6436886
Micah1/73FlindersStMale4620006948998,Micah,1/73 Flinders St,Male,462000,6948998
Michael107HuttonStMale11000008724144,Michael,107 Hutton St,Male,1100000,8724144
Milan221MansfieldStMale16350008836580,Milan,221 Mansfield St,Male,1635000,8836580
Miles3/1SmithStMale9980008162961,Miles,3/1 Smith St,Male,998000,8162961
Milo3/31ClaphamStMale6000007786734,Milo,3/31 Clapham St,Male,600000,7786734
Mohamed35DClaphamStMale13460007514541,Mohamed,35D Clapham St,Male,1346000,7514541
Mohammed171MansfieldStMale11300007561469,Mohammed,171 Mansfield St,Male,1130000,7561469
Moishe140RaleighStMale135008695019,Moishe,140 Raleigh St,Male,13500,8695019
Mordche292RathminesStMale12750007502305,Mordche,292 Rathmines St,Male,1275000,7502305
Mordechai10SpeightStMale12000006866409,Mordechai,10 Speight St,Male,1200000,6866409
Morris111SpeightStMale135007290160,Morris,111 Speight St,Male,13500,7290160
Moses9SpeightStMale135008209743,Moses,9 Speight St,Male,13500,8209743
Moshe140DundasStMale9150007947195,Moshe,140 Dundas St,Male,915000,7947195
Muhammad199MansfieldStMale3000008905056,Muhammad,199 Mansfield St,Male,300000,8905056
Myles2/33SwiftStFemale10500007364038,Myles,2/33 Swift St,Female,1050000,7364038
Naftali1/44HammondStMale8800007883700,Naftali,1/44 Hammond St,Male,880000,7883700
Naftuli58LeinsterGrMale9600006884176,Naftuli,58 Leinster Gr,Male,960000,6884176
Nathan4/114NormanbyAvFemale4210008535572,Nathan,4/114 Normanby Av,Female,421000,8535572
Nathaniel5ShaftesburyPdeMale12600007960463,Nathaniel,5 Shaftesbury Pde,Male,1260000,7960463
Nicholas68WilmothStMale11000006424387,Nicholas,68 Wilmoth St,Male,1100000,6424387
Nico8GrahamRdMale8100008160251,Nico,8 Graham Rd,Male,810000,8160251
Nicolas23KurangaRdMale11400008807652,Nicolas,23 Kuranga Rd,Male,1140000,8807652
Nikita6DawnCtMale10030006933932,Nikita,6 Dawn Ct,Male,1003000,6933932
Noah123GrahamRdMale135006934336,Noah,123 Graham Rd,Male,13500,6934336
Noam18WillaAvFemale135006505835,Noam,18 Willa Av,Female,13500,6505835
Nolan9RockawayDrMale11550006942061,Nolan,9 Rockaway Dr,Male,1155000,6942061
Nosson174GrahamRdMale135007563741,Nosson,174 Graham Rd,Male,13500,7563741
Oliver28CurtisAvFemale11930006863351,Oliver,28 Curtis Av,Female,1193000,6863351
Omar60OranaDrMale8800007168096,Omar,60 Orana Dr,Male,880000,7168096
Oscar5RegisCtMale8260006433926,Oscar,5 Regis Ct,Male,826000,6433926
Owen12BlackStMale9520007629366,Owen,12 Black St,Male,952000,7629366
Parker2/42WattleDrMale6775008072390,Parker,2/42 Wattle Dr,Male,677500,8072390
Patrick24DunnStMale135007789450,Patrick,24 Dunn St,Male,13500,7789450
Paul25BungayStMale7610006429665,Paul,25 Bungay St,Male,761000,6429665
